Prj_Code,SiteCode,SiteName,PropertyName,RefugeCode,Ownership,Region,City,County,State,PrimaryContact,SecondContact,PhoneNumber,Latitude,Longitude,Elevation,Class,Longevity,Origin
1,BDPND028,BDPND028,Black Diamond Mines Regional Park,BDM,East Bay Regional Park District,,Antioch,Contra Costa,CA,Rex Caufield,,5105442756,37.962077,-121.854751,268,Pond,Semi-permanent,Artificial
1,Beaver,Beaver,Silver Oaks Ostrich Farm,SO,Private,,Gilroy,Santa Clara,CA,,,,37.088701,-121.743991,227,Pond,Permanent,Artificial
1,Big,Big Lake,Blue Oaks Ranch Reserve,BOR,UC-Berkeley,,San Jose,Santa Clara,CA,Mike Hamilton,Jeff Wilcox,4247045908,37.380341,-121.74056,538,Lake,Permanent,Artificial
,BIGJ,Big Johnson,San Antonio,SFPUC,SFPUC,,Sunol,Alameda,CA,,,,37.793611,-121.8333333,126,Pond,Permanent,Artificial
1,BigPR,Big,Palassou Ridge Open Space,PR,Santa Clara County Open Space,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.023768,-121.468173,342,Pond,Permanent,Artificial
,BLA01,Bathtito,Lassen Volcanic National Park Butte Lake Area,LVNP,National Park Service,,Old Station,Lassen,CA,,,,40.56809,-121.29659,1855,Pond,Permanent,Natural
,BLA02,Bathtub,Lassen Volcanic National Park Butte Lake Area,LVNP,National Park Service,,Old Station,Lassen,CA,,,,40.56981,-121.29749,1850,Lake,Permanent,Natural
,BLA03,Duck Pond,Lassen National Forest Butte Lake Area,LNP,National Park Service,,Old Station,Lassen,CA,,,,40.57697,-121.28174,1823,Pond,Semi-permanent,Natural
3,Blanca1,Blanca Wetlands #1,Blanca Wetlands,,BLM,,Alamosa,Alamosa,CO,BLM,,,37.5661,-105.672,2305,Pond,Permanent,Artificial
3,Blanca2,Blanca Wetlands #2,Blanca Wetlands,,BLM,,Alamosa,Alamosa,CO,BLM,,,37.57064,-105.67097,2304,Pond,Temporary,Natural
3,Blanca3,Blanca Wetlands #3,Blanca Wetlands,,BLM,,Alamosa,Alamosa,CO,BLM,,,37.55655,-105.67979,2306,Pond,Permanent,Artificial
3,Blanca4,Blanca Wetlands #4,Blanca Wetlands,,BLM,,Alamosa,Alamosa,CO,BLM,,,37.55432,-105.70071,2302,Pond,Permanent,Artificial
3,Blanca5,Blanca Wetlands #5,Blanca Wetlands,,BLM,,Alamosa,Alamosa,CO,BLM,,,37.54464,-105.71697,2306,Pond,Permanent,Artificial
3,Blanca6,Blanca Wetlands #6,Blanca Wetlands,,BLM,,Alamosa,Alamosa,CO,BLM,,,37.54199,-105.72644,2306,Pond,Permanent,Artificial
1,BLNRCO,Blue North,Rancho Canada Del Oro Open Space,RCO,Santa Clara County Open Space Authority,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.144218,-121.794289,406,Pond,Temporary,Artificial
1,BLSRCO,Blue South,Rancho Canada Del Oro Open Space,RCO,Santa Clara County Open Space Authority,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.136353,-121.763068,223,Pond,Semi-permanent,Artificial
1,BNPND001,BNPND001,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.961364,-122.1408929,146,Pond,Permanent,Artificial
1,BNPND002,BNPND002,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.94566,-122.133961,336,Pond,Permanent,Artificial
1,BNPND005,BNPND005,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.9456526,-122.1420267,358,Pond,Permanent,Natural
1,BNPND011,BNPND011,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.939738,-122.139813,300,Pond,Permanent,Artificial
1,BNPND019,BNPND019,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.9394493,-122.1651161,338,Pond,Temporary,Artificial
1,BNPND020,BNPND020,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.936122,-122.162995,341,Pond,Semi-permanent,Artificial
1,BNPND024,BNPND024,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.927101,-122.161295,210,Pond,Permanent,Artificial
1,BOGCP,Blue Oak,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.364346,-121.72864,541,Pond,Semi-permanent,Artificial
1,BoobRCO,Boob,Rancho Canada Del Oro Open Space,RCO,Santa Clara County Open Space Authority,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.118578,-121.750182,225,Pond,Permanent,Artificial
,BOVEE,Bovee Pond,Lassen National Forest Silver Lake Area,LVNP,National Forrest Service,,Chester,Shasta,CA,,,,40.49892,-121.15715,1972,Pond,Permanent,Natural
,BOWERMAN,Bowerman Pond,,,,,,,OR,,,,44.101023,-123.017077,,,,
,BRAZIL,Brazil,,,,,,,,,,,,,,,,
1,BRUSHGCP,Brush,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.326442,-121.72066,573,Pond,Temporary,Artificial
3,Buffalo,Buffalo Gulch,,,Boulder County Parks and Open Space,,Boulder,Boulder,CO,Boulder County Parks and Open Space,,,39.94187,-105.1058,1617,Stream,Temporary,Artificial
3,BuffaloP,Buffalo Gulch Pond,,,Boulder County Parks and Open Space,,Broomfield,Boulder,CO,Boulder County Parks and Open Space,,,39.93897,-105.10809,1617,Pond,Semi-permanent,Artificial
1,BWRCO,Barbed Wire,Rancho Canada Del Oro Open Space,RCO,Santa Clara County Open Space Authority,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.13357,-121.76933,429,Pond,Temporary,Artificial
1,C09,C-09,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.136386,-121.434016,687,Pond,Permanent,Artificial
1,C1LV,C1,Los Vaqueros,LV,Contra Costa Water District,,San Ramon,Contra Costa,CA,Jeff Alvarez,,9164410322,37.85948702,-121.6888531,96,Pond,Permanent,Artificial
1,C20,C-20,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.145266,-121.476384,520,Pond,Permanent,Artificial
1,C21,C-21,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.1548563,-121.4812466,581,Pond,Permanent,Artificial
1,C30,Long Dam Pond,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.076426,-121.4092572,540,Pond,Temporary,Artificial
1,C35,Rodeo,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.092296,-121.417685,624,Pond,Permanent,Artificial
1,C48,C-48,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.111294,-121.440577,620,Pond,Temporary,Artificial
1,C49,C-49,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.110695,-121.44268,595,Pond,Permanent,Artificial
1,C57,C-57,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.114189,-121.437929,719,Pond,Temporary,Artificial
1,C60,Nice Pond,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.0590732,-121.4096686,583,Pond,Temporary,Artificial
1,C62,C-62,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.076989,-121.464058,270,Pond,Temporary,Artificial
1,C68,Fish Pond,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.063776,-121.446925,304,Pond,Permanent,Artificial
,CA-10393,Finally,Lassen Volcanic National Park,LVNP,National Park Service,,,Shasta,CA,,,,40.5806722,-121.1036871,,,,
,CA-30N72,CA-30N72,Lassen National Forest,LNP,National Forrest Service,,,Shasta,CA,,,,40.43211,-121.20733,2013,,,
6,CA-ANGEL,Angelo Station,South Fork Eel River,,,,Laytonville,Mendocino,CA,,,,39.683,-123.658,,,,
6,CA-BARTS,Barts Pond,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.000547,-123.098123,,,,
9,CA-BGR,Bear Gulch Reservoir,,,,,,,CA,,,,,,,,,
1,CABINBOR,Cabin,Blue Oak Ranch Reserve,BOR,UC-Berkeley,,Alum Rock,Santa Clara,CA,"Mike Hamilton
Mike Hamilton",Jeff Wilcox,4247045908,37.379497,-121.731727,565,Pond,Permanent,Artificial
5,CA-BIT01,BIT01,Bitter Creek National Wildlife Refuge,BIT,,8,,,CA,,,,34.93558,-119.35486,,,,
1,CA-BN003,BNPND003,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.94433,-122.133747,338,Pond,Permanent,Artificial
1,CA-BN004,BNPND004,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.9435248,-122.1410001,368,Pond,Permanent,Artificial
1,CA-BN016,BNPND016,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.931326,-122.16635,232,Pond,Permanent,Artificial
1,CA-BN017,BNPND017,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.9382444,-122.1701709,339,Pond,Permanent,Artificial
1,CA-BN018,BNPND018,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.939884,-122.167815,301,Pond,Temporary,Artificial
,CA-BOVEE,CA-Bovee,Lassen National Forest Silver Lake Area,LNF,National Park Service,,Susanville,Shasta,CA,,,,40.499035,-121.157065,1952,Pond,Permanent,Natural
9,CA-BTS,Bear Trap Springs,,,,,,,CA,,,,39.4096,-120.95474,,,,
9,CA-CAL,CAL,,,,,,,CA,,,,,,,,,
1,CA-CascT,Cascade Top,Bechtel Ranch,,,,,Santa Clara,CA,,,,37.10992,-121.725831,,,,
5,CA-CLR01,Willow Creek,Clear Lake National Wildlife Refuge,CLR,,8,,,CA,,,,41.89966,-121.04353,,,,
5,CA-CLS02,CLS02,Colusa National Wildlife Refuge,CLS,,8,,,CA,,,,39.16759,-122.04527,,,,
6,CA-CoonN,Coon North,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.0178,-123.0743,,,,
,CA-CoonS,Coon South,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.01625,-123.07521,,,,
,CA-CORTE,Corte Madera,Corte Madera Elementary School,,,,,,CA,,,,37.36675059,-122.2117961,,,,
,CA-DEAD,Dead Lake,,,,,,,CA,,,,41.786542,-124.230653,,,,
5,CA-DEL02,DEL02,Delevan National Wildlife Refuge,DEL,,8,,,CA,,,,39.27943,-122.08846,,,,
9,CA-DMH,Dead Mans Hole,,,,,,,CA,,,,,,,,,
6,CA-DormP,Dorm Pond,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.9987,-123.0743,,,,
1,CA-EDWD,Edwards,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,,,,37.345252,-121.73947,658,Pond,Temporary,Artificial
5,CA-ELS01,Calabassas Pond,Ellicott Slough National Wildlife Refuge,ELS,,8,,Santa Cruz County,CA,,,,36.95658,-121.84551,58,,,
5,CA-ELS02,Ellicott Slough 001,Ellicott Slough National Wildlife Refuge,ELS,,8,,Santa Cruz County,CA,,,,36.923229,-121.839706,55,,,
,CA-ELS03,Prospect Pond,Ellicott Slough National Wildlife Refuge,ELS,,8,,Santa Cruz County,CA,,,,36.92131,-121.836398,48,,,
5,CA-ESL01,Ellicott Slough 001,Ellicott Slough National Wildlife Refuge,ELS,,8,,Santa Cruz County,CA,,,,36.923229,-121.839706,,,,
6,CA-ESTSD,Hog Lake,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.03151703,-123.0786667,,,,
,CA-FREEW,Freeway Sketch,,,,,,,,,,,,,,,,
1,CA-GLAKE,Grant Lake,Joseph Grant County Park,GCP,Santa Clara County Parks,,SAN JOSE,Santa Clara,CA,,,,37.34445,-121.71701,483,Lake,Permanent,Artificial
5,CA-GND01,Snakebite Pond,Guadalupe Nipomo Dunes National Wildlife Refuge,GND,,8,,,CA,,,,34.99781,-120.60057,,,,
5,CA-GND02,"4 Pond Valley, West Pond",Guadalupe Nipomo Dunes National Wildlife Refuge,GND,,8,,,CA,,,,34.99419,-120.60273,,,,
5,CA-GND03,3-Pond West,Guadalupe Nipomo Dunes National Wildlife Refuge,GND,,8,,,CA,,,,34.99673,-120.603,,,,
5,CA-GND04,4-Pond East,Guadalupe Nipomo Dunes National Wildlife Refuge,GND,,8,,,CA,,,,34.99203,-120.5978,,,,
9,CA-GQP,Gravel Quarry Pit,,,,,,,CA,,,,,,,,,
,CA-HAY,Hay Meadow,Lassen National Forest Hay Meadow Area,LNP,National Forrest Service,,,Shasta,CA,,,,40.437008,-121.19176,1961,,,
5,CA-HMB01,HMB01,Humboldt Bay National Wildlife Refuge,HMB,,8,,,CA,,,,40.676944,-124.208333,,,,
5,CA-HMB05,HMB05,Humboldt Bay National Wildlife Refuge,HMB,,8,,,CA,,,,40.67731,-124.20633,,,,
5,CA-HMBBK,Bucktail,Humboldt Bay National Wildlife Refuge,HMB,,8,,,CA,,,,40.70732518,-122.8433809,,,,
5,CA-HMBUH,Upper Hamilton Pond,Humboldt Bay National Wildlife Refuge,HMB,,8,,,CA,,,,40.68936408,-122.859128,,,,
6,CA-HOG,Hog Pond,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.03151703,-123.0786667,,,,
6,CA-HOG-E,Hog Pond East,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.03151703,-123.0786667,,,,
6,CA-HOG-W,Hog Pond West,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.03151703,-123.0786667,,,,
,CA-HOLID,Holiday Lake Meadow,,,,,,,CA,,,,37.148855,-121.595641,821,Pond,Temporary,Artificial
,CA-JL1PF,Pitchfork,Lassen Volcanic National Park,LVNP,National Park Service,,,Shasta,CA,,,,40.44703,-121.2899,,,,
6,CA-KING,King Pond,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.04497,-123.10658,,,,
5,CA-KLF01,KLF01,Kalamath Marsh National Wildlife Refuge,KLF,,8,,,CA,,,,42.93326,-121.23401,,,,
5,CA-KLF02,KLF02,Kalamath Marsh National Wildlife Refuge,KLF,,8,,,CA,,,,42.93545,-121.74032,,,,
5,CA-KRN01,KRN01,Kern National Wildlife Refuge,KRN,,8,,,CA,,,,35.71833,-119.58922,,,,
5,CA-KRN02,Goose Canal,Kern National Wildlife Refuge,KRN,,8,,,CA,,,,35.718263,-119.626139,,,,
5,CA-KRN03,KERN 03,Kern National Wildlife Refuge,KRN,,8,,,CA,,,,35.784,-119.58896,,,,
5,CA-KRN05,KERN05,Kern National Wildlife Refuge,KRN,,8,,,CA,,,,35.76181,-119.58373,,,,
5,CA-KRN06,Demostration Ponds,Kern National Wildlife Refuge,KRN,,8,,,CA,,,,35.760203,-119.580213,,,,
1,CA-LEDSM,Ledson Marsh,Annadel State Park,,,,,,CA,,,,38.4088,-122.5996,,,,
5,CA-LKL04,LKL04,Lower Klamath National Wildlife Refuge,LKL,,8,,,CA,,,,41.99756,-121.83445,,,,
,CA-LOWD,Lowden Pond,,,,,,,CA,,,,40.693011,-122.857846,,,,
2,CA-LVBW1,BW1,Lassen Volcanic National Park,LVNP,National Park Service,,Lassen,Shasta,CA,,,,40.50534821,-121.4378281,2014,Pond,Permanent,Natural
2,CA-LVBW2,BW2,Lassen Volcanic National Park,LVNP,National Park Service,,Lassen,Shasta,CA,,,,40.504221,-121.434575,2002,Pond,Permanent,Natural
2,CA-LVBW3,BW3,Lassen Volcanic National Park,LVNP,National Park Service,,Lassen,Shasta,CA,,,,40.5126,-121.4472,,Wetland,Permanent,Natural
7,CA-LVNP,Lily Pond,Lassen Volcanic National Park,LVNP,National Park Service,,,Shasta,CA,,,,40.539796,-121.562467,,,,
1,CA-MANZA,Manzanita,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,Mike Maximovich,,4082626980,37.311793,-121.657324,820,Pond,Permanent,Artificial
1,CA-MARNo,Marichich North,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.944378,-122.133747,,Pond,,
1,CA-MARSo,Marichich South,Briones Regional Park,BN,East Bay Regional Park District,,Lafayette,Contra Costa,CA,Denise Defreese,,9253703020,37.9456822,-122.133861,,Pond,,
1,CA-MCCRY,McCreery Lake,Joseph Grant County Park,GCP,Santa Clara County Parks,,SAN JOSE,Santa Clara,CA,,,,37.34184,-121.71176,504,Lake,Permanent,Artificial
5,CA-MDC01,Hamilton Tract,Modoc National Wildlife Refuge,MDC,,8,,,CA,,,,41.443521,-120.496557,,,,
5,CA-MER01,MER01,Merced National Wildlife Refuge,MER,,8,,,CA,,,,37.17504,-120.62276,,,,
1,CampgrCL,Campground,Coyote Lake County Park,CL,Santa Clara County Parks,,San Martin,Santa Clara,CA,Coyote Lake Office,,4088427800,37.076497,-121.528692,164,Pond,Permanent,Artificial
1,CA-MT001,MTPND001 Fox Pond,Morgan Territories Regional Park,MT,East Bay Regional Park District,,Blackhawk,Contra Costa,CA,Rex Caufield,,5105442756,37.82110214,-121.7941895,,,,
1,CA-MT015,MTPND015,Morgan Territories Regional Park,MT,East Bay Regional Park District,,Blackhawk,Contra Costa,CA,Rex Caufield,,5105442756,37.86263,-121.80107,,,,
1,CA-MUD65,MUD65,East Bay Municipal Utility District San Pablo Reservoir,MUD,East Bay Municipal Utility District,,Orinda Village,Contra Costa,CA,,,5102872038,37.925558,-122.231172,99,Pond,Semi-permanent,Artificial
1,CA-MUD66,MUD66,East Bay Municipal Utility District San Pablo Reservoir,MUD,East Bay Municipal Utility District,,Orinda Village,Contra Costa,CA,,,5102872038,37.921472,-122.226876,135,Pond,Permanent,Artificial
1,CA-MUD67,MUD67,East Bay Municipal Utility District San Pablo Reservoir,MUD,East Bay Municipal Utility District,,Orinda Village,Contra Costa,CA,,,5102872038,37.922114,-122.2181168,157,Pond,Permanent,Artificial
,CA-MUD68,MUD68,East Bay Municipal Utility District San Pablo Reservoir,MUD,East Bay Municipal Utility District,,,Contra Costa,CA,,,,,,,Pond,,
,CA-MUDLK,,,,,,,,CA,,,,,,,,,
1,CA-OH017,OHPND017,Ohlone Regional Wilderness,OH,East Bay Regional Park District,,Fremont,Alameda,CA,Kelly Barrington,,5105443246,37.5199134,-121.7148359,1001,Pond,Permanent,Artificial
1,CA-OH024,OHPND024,Ohlone Regional Wilderness,OH,East Bay Regional Park District,,Fremont,Alameda,CA,Kelly Barrington,,5105443246,37.5130958,-121.7311203,1057,Pond,Permanent,Artificial
1,CA-PEAR,Pearson's Pond,Chris Pearson,,,,Portola,San Mateo,CA,Rory Doolin,,,37.35302,-122.2565,367,Pond,Permanent,Artificial
6,CA-PEPR1,Pepperwood #1 Double Pond East,Pepperwood Reserve,,,,,,CA,,,,38.58421786,-122.6997124,,,,
,CA-PEPR3,Pepperwood 3,Pepperwood Reserve,,,,,,CA,,,,38.58254,-122.69753,,,,
6,CA-PEPR4,Turtle Pond (Pepperwood 4),Pepperwood Reserve,,,,,,CA,,,,38.57519,-122.70714,,,,
10,CA-PICO,Pico Pond,Pico Ranch,,,,,Santa Clara,CA,,,,37.091189,-121.736447,,,,
1,CA-PIG,Pig Pond,Joseph Grant County Park,GCP,Santa Clara County Parks,,Alum Rock,Santa Clara,CA,Mike Maximovich,,4082626980,37.306275,-121.674618,630,Pond,Permanent,Artificial
9,CA-PVWP1,Portola Valley East Pond 1,Corte Madera Elementary School,,,,,,CA,,,,37.363636,-122.212463,,,,
9,CA-PVWP2,Portola Valley West Pond 2,Corte Madera Elementary School,,,,,,CA,,,,37.363376,-122.212053,,,,
6,CA-PYRR1,Pyramid Reservoir 1,South Cow Mountain BLM,,,,,,CA,,,,39.04296,-123.079406,,,,
6,CA-PYRR2,Pyramid Reservior 2,South Cow Mountain BLM,,,,,,CA,,,,39.041451,-123.073511,,,,
6,CA-RICKG,Rickabough Glade,,,,,,,CA,,,,39.049309,-123.058487,,,,
6,CA-RILEY,Riley Ridge,Hopland Research and Extension Center,HREC,,,,,CA,,,,39.01276,-123.05865,,,,
1,CA-ROSEN,Rosendin Pond,Anderson Lake County Park,ALP,Santa Clara County Parks,,Morgan Hill,Santa Clara,CA,,,4083552201,37.16203,-121.620861,228,Pond,Temporary,Artificial
6,CA-RUDIK,Ruddick,,,,,Largo,Mendocino,CA,,,,39.04185,-123.10559,,,,
5,CA-SAC02,SAC02,Sacramento National Wildlife Refuge,SAC,,8,,,CA,,,,39.42335,-122.1784,,,,
1,CA-SAUS,Sausal Lake,Windy Hill Open Space Preserve,,,,Portola Valley,San Mateo,CA,,,,37.37313726,-122.2237001,,Lake,Permanent,
2,CA-SEASC,Seascape Pond,Seascape Uplands,,,,Santa Cruz,,CA,David Laabs Center for Natural Lands Management,,,36.9553,-121.869165,,Pond,,
1,Ca-SF101,SF101,San Felipe Ranch,SF,San Felipe Ranch,,San Felipe,Santa Clara,CA,Ralph Jacobsan,,,37.27991,-121.66389,483,Pond,Permanent,Artificial
1,CA-SF19,CA-SF19,San Felipe Ranch,SF,San Felipe Ranch,,San Felipe,Santa Clara,CA,RALPH JACOBSON,,,37.29215,-121.70628,650,Pond,Temporary,Artificial
1,CA-SF25,SF25,San Felipe Ranch,SF,San Felipe Ranch,,San Felipe,Santa Clara,CA,Ralph Jacobson,,,37.27568,-121.70003,643,Pond,Temporary,Artificial
1,Ca-SF30,Ca-SF30,San Felipe Ranch,SF,San Felipe Ranch,,San Felipe,Santa Clara,CA,Ralph Jacobson,,4082745303,37.29448,-121.70306,586,Pond,Permanent,Artificial
1,Ca-SF31,Ca-SF31,San Felipe Ranch,SF,San Felipe Ranch,,San Felipe,Santa Clara,Ca,Ralph Jacobson,,4082745303,37.30011,-121.7074,598,Pond,Temporary,Artificial
1,Ca-SF79,SF79,San Felipe Ranch,SF,San Felipe Ranch,,San Felipe,Santa Clara,CA,Ralph Jacobsan,,,37.28775,-121.63964,808,Pond,Semi-permanent,Artificial
1,CA-SF85,CA-SF85,San Felipe Ranch,SF,San Felipe Ranch,,SAN FELIPE,Santa Clara,CA,RALPH JACOBSON,,,37.29628,-121.65834,707,Pond,Temporary,Artificial
1,Ca-SF85a,SF85a,San Felipe Ranch,SF,San Felipe Ranch,,San Felipe,Santa Clara,CA,Ralph Jacobsan,,,37.291472,-121.66737,533,Pond,Temporary,Artificial
1,CA-SHOOT,Shooter Pond,Bechtel Ranch,,,,,Santa Clara,CA,,,,37.105144,-121.720985,,,,
1,CA-SHROM,Shroom,Palassou Ridge Open Space,PR,Santa Clara County Open Space,,San Jose,Santa Clara,CA,Patrick Congdon,,4082247476,37.108469,-121.521126,788,Pond,Permanent,Artificial
5,CA-SLW03,SLW01/02/03,Stone Lakes National Wildlife Refuge,STN,,8,,,CA,,,,38.42334,-121.43964,,,,
5,CA-SLW04,Demostration Ponds,Stone Lakes National Wildlife Refuge,STN,,8,,,CA,,,,38.369989,-121.491591,,,,
5,CA-SNAKE,Snake Lake,,,,,,Plumas,CA,,,,39.977197,-121.013884,,,,
,CA-SONOM,Sonoma County,,,,,,,CA,,,,38.69138889,-122.8169444,84,,,
1,Ca-Step,Stepitup-thepond,Pleasanton Ridge Regional Park,PLR,East Bay Regional Park District,,Pleasanton,Alameda,CA,Steve Quick,,,37.63736,-121.93732,541,Pond,Permanent,Artificial
3,Castle1,Castlewood Canyon 1,,,Douglas County Open Space,,Franktown,Douglas,CO,Douglas County Open Space,,,39.39213,-104.73561,1999,Pond,Temporary,Natural
3,Castle3,Castlewood Canyon #3,Castlewood Canyon State Park,,Castlewood Canyon State Park,,Franktown,Douglass,CO,Castlewood Canyon State Park,,,39.32384,-104.71928,2033,Pond,Permanent,Artificial
3,Castle4,Castlewood Canyon #4,Castlewood Canyon State Park,,Castlewood Canyon State Park,,Franktown,Douglas,CO,Castlewood Canyon State Park,,,39.33407,-104.73721,2010,Pond,Temporary,Artificial
6,CA-StrmH,Heron Bay,Stormwater Ponds,,,,,,CA,,,,37.675475,-122.160524,,,,
5,CA-SUT01,SUT01,Sutter National Wildlife Refuge,SUT,,8,,,CA,,,,39.14871,-122.04114,,,,
5,CA-SUT02,SUT02,Sutter National Wildlife Refuge,SUT,,8,,,CA,,,,36.06014,-121.72712,,,,
1,CA-SWIM,Swim by Pond,Bechtel Ranch,,,,,Santa Clara,CA,,,,37.104662,-121.719811,,,,
,CA-TASS,Tassajava Creek,,,,,,,CA,,,,35.37689,-120.66496,,,,
,CA-TORO,Toro Creek,,,,,,,CA,,,,35.45966,-120.79868,,,,
,CA-TROUT,TROUT GULCH RD,,,,,Aptos,Santa Cruz,CA,,,,36.999045,-121.88753,,,,
5,CA-TUL05,Tule Lake 05,Tule Lake National Wildlife Refuge,TUL,,8,,,CA,,,,41.94658,-121.561997,,,,
1,CA-UVAS,Uvas Pond,Bechtel Ranch,,,,,Santa Clara,CA,,,,37.11662,-121.736422,,,,
2,CA-VALEN,Valencia Lagoon,,,,,Rio Del Mar,Santa Cruz,CA,CALTRANS,David Laabs,,36.9729,-121.8825,,Ditch,,
1,CA-WCHP,Woodcreek High Ponds,Woodcreek High Ponds,,,,,,CA,,,,38.76222738,-121.3395575,,,,
,CDOW,CDOW,,,,,Monte Vista,San Louis Valley,CO,,,,37.57684,-106.07151,2331,Wetland,Temporary,Natural
,CDOW1,CDOW # 1,,,,,Monte Vista,San Louis Valley,CO,,,,37.57553,-106.06863,2330,Pond,Permanent,
,CDOW2,CDOW # 2,,,,,Monte Vista,San Louis Valley,CO,,,,37.57001,-106.06394,2327,Pond,Permanent,Natural
,CDOW3,CDOW # 3,,,,,,,CO,,,,37.56992,-106.06197,2325,Wetland,Temporary,Natural
,CDOW4,CDOW # 4,,,,,Monte Vista,San Louis Valley,CO,,,,37.57595,-106.05241,2325,pond,Permanent,Artificial
,CDOW5,CDOW # 5,,,,,Monte Vista,,CO,,,,37.58052,-106.09044,2312,Wetland,Permanent,Natural
1,CE03,CE-03,Henry Coe State Park,HC,California State Parks,,Gilroy,Santa Clara,CA,Tim Reilly,,8316239456,37.119072,-121.385285,534,Pond,Temporary,Artificial
1,CHDVL,ChChChChanges,Del Valle Regional Park,DVL,East Bay Regional Park District,,Livermore,Alameda,CA,Michelle Miller,,5105443141,37.61831,-121.73015,224,Pond,Temporary,Artificial
,CLEARPD,Clearpond,Cary Institute,,,,,,NY,Barbara Han,,,,,,,,
3,CO-10317,Chive,,,,,,,CO,,,,39.951877,-105.46394,2598,Pond,Temporary,
3,CO-10527,MCDB PHD Pond,,,,,,,CO,,,,40.132443,-105.262499,1682,Pond,Temporary,
3,CO-10573,Spring Pond,,,,,,,CO,Boulder Open Space,,,39.924413,-105.272071,1864,Pond,Other,Artificial
,CO-10609,Dowe Flats,,,,,Lyons,Boulder,CO,,,,40.23302,-105.24127,,Pond,Permanent,Artificial
3,CO-10744,Dog Pond,,,,,Boulder,Boulder,CO,,,,39.96447,-105.262327,1768,Pond,Semi-permanent,Artificial
3,CO-10905,Muddy Metas,,,,,,,CO,,,,40.319262,-105.605972,2659,Pond,Temporary,Natural
